run_id,run_label,route_id,route_index,repetition_index,town,frame,timestamp,controller,controller_mode,controller_compute_time_ms,controller_status,controller_fallback,maneuver_state,waiting_left_reason,speed_mps,speed_kph,target_speed_mps,target_speed_kph,speed_error_mps,steer,throttle,brake,x,y,z,yaw_deg,pitch_deg,roll_deg,velocity_x,velocity_y,velocity_z,accel_x,accel_y,accel_z,longitudinal_accel_mps2,lateral_accel_mps2,yaw_rate_dps,road_id,lane_id,target_lane_id,overtake_origin_lane_id,is_junction,front_distance_m,front_closing_speed_mps,front_radar_point_count,front_blocked,rear_distance_m,rear_approach_distance_m,rear_approach_speed_mps,rear_approach_mode,left_oncoming_detected,left_oncoming_confidence,left_oncoming_label,lateral_error_m,heading_error_deg,blocked_vehicle,rejoin_lane_clear,safety_override,safety_override_reason,requested_brake,emergency_brake
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,631,0.05000000074505806,mpc,mpc,9.87782800802961,mpc_ok,0,follow_lane,clear,0.0002403607687238863,0.0008652987674059907,5.555555555555555,20.0,5.555315194786831,0.0,0.75,0.0,1199.9569091796875,-82.53407287597656,342.9453125,-0.0316467247903347,0.6043487787246704,-0.01141357421875,-0.0012569221435114741,0.0003848605847451836,0.1419672667980194,0.006495767738670111,-0.001741292653605342,-0.6099972128868103,6.231119299404321e-05,-0.0018592255204329415,-0.00019101999350823462,94,1,1,,0,12.900618553161621,0.008724714629352093,1,0,16.217891693115234,,,none,0,,,-4.5776359002047684e-05,-3.0513852834701538e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,632,0.10000000149011612,mpc,mpc,7.889401982538402,mpc_ok,0,follow_lane,clear,0.0002006088474361022,0.000722191850769968,5.555555555555555,20.0,5.555354946708119,0.0,0.75,0.0,1199.9569091796875,-82.53408813476562,342.9515686035156,-0.0316162109375,0.6022518873214722,-0.00994872860610485,-0.0010052596917375922,0.00026402552612125874,0.11473207175731659,0.005033249035477638,-0.002416701056063175,-0.5447039008140564,-0.0006911251973505659,-0.0025085085361169954,-0.00010836437286343426,94,1,1,,0,12.76563549041748,0.006783084012567997,3,0,10.720157623291016,,,none,0,,,-6.103514533606358e-05,0.0,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,633,0.15000000223517418,mpc,mpc,34.06053700018674,mpc_ok,0,follow_lane,clear,0.00012413043561478344,0.0004468695682132204,5.555555555555555,20.0,5.555431425119941,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.53411102294922,342.95660400390625,-0.0316162072122097,0.6007082462310791,-0.007965086959302425,-0.0008328882977366447,0.00015805507428012788,0.09128642082214355,0.0034474278800189495,-0.0021194089204072952,-0.4689130187034607,-0.001467744842446084,-0.002182694546646946,-0.00016403761401306838,94,1,1,,0,12.262259483337402,0.0061362809501588345,5,0,9.739411354064941,,,none,0,,,-8.392332483708742e-05,3.725290298461914e-09,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,634,0.20000000298023224,mpc,mpc,25.27985500637442,mpc_ok,0,follow_lane,clear,7.947583162184068e-05,0.00028611299383862645,5.555555555555555,20.0,5.555476079723934,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.53411865234375,342.96051025390625,-0.0315856896340847,0.5995266437530518,-0.006469725631177425,-0.0006725897546857595,0.0001914913736982271,0.07188154757022858,0.003205970861017704,0.0006687259883619845,-0.38809746503829956,-0.0008554404183840629,0.0006266686516819936,-8.275554864667356e-05,94,1,1,,0,14.765910148620605,0.004539008252322674,1,0,18.070873260498047,,,none,0,,,-9.155271800409537e-05,3.052130341529846e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,635,0.2500000037252903,mpc,mpc,24.969884019810706,mpc_ok,0,follow_lane,clear,7.019124139430841e-05,0.0002526884690195103,5.555555555555555,20.0,5.555485364314161,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.53412628173828,342.963623046875,-0.0315856896340847,0.5984953045845032,-0.005767821334302425,-0.0005101078422740102,0.00010887762618949637,0.05555788427591324,0.0032496382482349873,-0.0016522749792784452,-0.32647326588630676,-0.00015981309193895972,-0.0016833501038303214,1.834202339523472e-05,94,1,1,,0,13.347434043884277,0.00409513246268034,1,0,10.593972206115723,,,none,0,,,-9.918211117110332e-05,3.052130341529846e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,636,0.30000000447034836,mpc,mpc,29.065389011520892,mpc_ok,0,follow_lane,clear,3.3091265569963934e-05,0.00011912855605187016,5.555555555555555,20.0,5.555522464289985,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.53414154052734,342.9660339355469,-0.0315856896340847,0.5976278781890869,-0.004974364768713713,-0.0004066994006279856,0.00015688795247115195,0.04217053949832916,0.0020681689493358135,0.0009602064965292811,-0.2677468955516815,-0.000725176575793261,0.0009381003162650459,1.5913356037344784e-05,94,1,1,,0,12.477140426635742,0.00332502624951303,4,0,9.907390594482422,,,none,0,,,-0.00011444089750511921,3.052130341529846e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,637,0.3500000052154064,mpc,mpc,26.869934983551502,mpc_ok,0,follow_lane,clear,5.6652031405085556e-05,0.00020394731305830801,5.555555555555555,20.0,5.555498903524151,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.53414154052734,342.96783447265625,-0.0315551720559597,0.5968902111053467,-0.004333495162427425,-0.0002809461147990078,-3.09475672111148e-06,0.03240516409277916,0.0025150657165795565,-0.0031996541656553745,-0.19530750811100006,0.0004820726880507047,-0.003213041463737422,0.00011755607556551695,94,1,1,,0,14.133292198181152,0.002124774968251586,3,0,11.85059928894043,,,none,0,,,-0.00011444089750511921,6.103888154029846e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,638,0.4000000059604645,mpc,mpc,26.656084053684026,mpc_ok,0,follow_lane,clear,3.3352259020926976e-05,0.00012006813247533711,5.555555555555555,20.0,5.555522203296534,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.53414916992188,342.96923828125,-0.0315551795065403,0.5962276458740234,-0.003936767112463713,-0.00022723048459738493,0.00016749052156228572,0.025049390271306038,0.0010743126040324569,0.003411705605685711,-0.14711546897888184,-0.00045850043805995304,0.003402188206378868,2.475240034982562e-05,94,1,1,,0,14.223381996154785,0.0015025967732071877,4,0,11.914008140563965,,,none,0,,,-0.00012207029067212716,6.103143095970154e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,639,0.45000000670552254,mpc,mpc,23.403208993840963,mpc_ok,0,follow_lane,clear,5.0694058306731736e-05,0.00018249860990423425,5.555555555555555,20.0,5.555504861497249,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.5341567993164,342.9703063964844,-0.0315551720559597,0.595565140247345,-0.0026245112530887127,-0.00015005521709099412,7.538674981333315e-05,0.019316453486680984,0.0015435053501278162,-0.0018420754931867123,-0.11465873569250107,0.0003526291228087395,-0.001846477642027126,-0.000152516076923348,94,1,1,,0,12.737720489501953,-0.00017554848454892635,3,0,10.088338851928711,,,none,0,,,-0.0001296996838391351,6.103888154029846e-05,0,0,0,,0.0,0
20260627T203609Z_mpc_c3502979,mpc,RouteScenario_1_rep0,0,0,Town12,640,0.5000000074505806,mpc,mpc,23.144976003095508,mpc_ok,0,follow_lane,clear,-5.211263708587287e-06,-1.8760549350914236e-05,5.555555555555555,20.0,5.555560766819264,9.999999747378752e-05,0.75,0.0,1199.9569091796875,-82.5341567993164,342.97113037109375,-0.0315551795065403,0.5953260660171509,-0.0027465822640806437,-0.00015567190712317824,-0.00015851433272473514,0.014471784234046936,-0.00011233380064368248,-0.004678021650761366,-0.09689338505268097,-0.001116494357102453,-0.0046827271432112036,0.0002627996727824211,94,1,1,,0,12.509129524230957,0.0011783348163589835,1,0,10.0048828125,,,none,0,,,-0.0001296996838391351,6.103143095970154e-05,0,0,0,,0.0,0
